证券代码,证券简称,转债简称,正股代码,赎回触发计算最大时间区间,赎回触发计算时间区间,赎回触发比例,条件赎回起始日期,条件赎回截止日期,今天日期与赎回截止日较小者,赎回条款
123103.SZ,震安科技,震安转债,300767.SZ,30,15,130,2021/9/22,2027/3/11,2021/11/2,"在本次发行的可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转债未转股余额不足人民币3,000万元时，公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的本次可转债。当期应计利息的计算公式为：IA=B×i×t÷365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将被赎回的可转债票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在转股价格调整日前的交易日按调整前的转股价格和收盘价计算，在转股价格调整日及之后的交易日按调整后的转股价格和收盘价计算。"
123104.SZ,卫宁健康,卫宁转债,300253.SZ,30,15,130,2021/9/22,2027/3/15,2021/11/2,"在转股期内，当下述情形的任意一种出现时，公司有权决定按照以债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：1）在转股期内，如果公司股票在任意连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）。2）当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
123105.SZ,拓尔思,拓尔转债,300229.SZ,30,15,130,2021/9/27,2027/3/18,2021/11/2,"转股期内，当下述两种情形中任意一种情形出现时，公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：（1）转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格超过当期转股价格的130%（含130%）；（2）本次发行的可转换公司债券未转股余额不足人民币3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
123106.SZ,正丹股份,正丹转债,300641.SZ,30,15,130,2021/9/30,2027/3/23,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：1）在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；若在上述交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，在调整后的交易日按调整后的转股价格和收盘价格计算；2）当本次发行的可转换公司债券未转股余额不足3,000万元时。上述当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。"
123107.SZ,温氏股份,温氏转债,300498.SZ,30,15,130,2021/10/8,2027/3/28,2021/11/2,"在本次可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%），公司有权按照本次可转债面值加当期应计利息的价格赎回全部或部分未转股的本次可转债。本次可转债的赎回期与转股期相同，即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次可转债持有人持有的本次可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整日前的交易日按调整前的转股价格和收盘价格计算，调整日及之后的交易日按调整后的转股价格和收盘价格计算。此外，当本次可转债未转股余额不足人民币3,000万元时，公司董事会（或由董事会授权的人士）有权决定以面值加当期应计利息的价格赎回全部未转股的本次可转债。"
123108.SZ,乐普医疗,乐普转2,300003.SZ,30,15,130,2021/10/8,2026/3/29,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：（1）在转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；（2）当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA＝B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
123109.SZ,昌红科技,昌红转债,300151.SZ,30,15,130,2021/10/8,2027/3/31,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%(含130%)；②当本次发行的可转换公司债券未转股余额不足人民币3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的将被赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，在调整后的交易日按调整后的转股价格和收盘价计算。"
123110.SZ,九典制药,九典转债,300705.SZ,30,15,130,2021/10/8,2027/3/31,2021/11/2,"本次可转债发行期间内，如下描述情况任意一种出现时，发行人有权按债券面值加当期应计利息的价格赎回全部或者部分未转股的可转债。（1）在转股期内，如果标的股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；（2）本次可转换债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将被赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
123111.SZ,东方财富,东财转3,300059.SZ,30,15,130,2021/10/13,2027/4/6,2021/11/2,"在本次可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%），公司有权按照本次可转债面值加当期应计利息的价格赎回全部或部分未转股的本次可转债。本次可转债的赎回期与转股期相同，即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次可转债持有人持有的本次可转债票面总金额；i：指本次可转债当年票面利率；t：指计息天数，即从上一个计息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整日前的交易日按调整前的转股价格和收盘价格计算，调整日及之后的交易日按调整后的转股价格和收盘价格计算。此外，当本次可转债未转股余额不足人民币3,000万元时，公司董事会（或由董事会授权的人士）有权决定以面值加当期应计利息的价格赎回全部未转股的本次可转债。"
123112.SZ,万讯自控,万讯转债,300112.SZ,30,15,130,2021/10/14,2027/4/7,2021/11/2,"在本次发行可转债的转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转换公司债券未转股余额不足人民币3,000万元时，公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。本次可转债的赎回期与转股期相同，即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。若在前述三十个交易日内发生过因除权、除息等引起公司转股价格调整的情形，则在调整日前的交易日按调整前的转股价格和收盘价格计算，在调整日及之后的交易日按调整后的转股价格和收盘价格计算。"
123113.SZ,仙乐健康,仙乐转债,300791.SZ,30,20,130,2021/10/25,2027/4/18,2021/11/2,"在本次发行可转债的转股期内，如果公司股票连续三十个交易日中至少有二十个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转换公司债券未转股余额不足人民币3,000万元时，公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过因除权、除息等引起公司转股价格调整的情形，则在调整日前的交易日按调整前的转股价格和收盘价格计算，在调整日及之后的交易日按调整后的转股价格和收盘价格计算。"
127003.SZ,海印股份,海印转债,000861.SZ,30,15,130,2016/12/16,2022/6/7,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，发行人有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：A、在转股期内，如果发行人股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；B、当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA＝B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
127004.SZ,模塑科技,模塑转债,000700.SZ,30,20,130,2017/12/8,2023/6/1,2021/11/2,"1、到期赎回条款：本次发行的可转债到期后五个交易日内，公司将赎回未转股的可转债，具体赎回价格由股东大会授权董事会根据发行时市场情况与保荐机构及主承销商协商确定。2、有条件赎回条款：在转股期内，当下述情形的任意一种出现时，公司有权决定按照以面值加当期应计利息的价格赎回全部或部分未转股的可转债：（1）在转股期内，如果公司股票在任何连续三十个交易日中至少二十个交易日的收盘价格不低于当期转股价格的130%（含130%）；（2）当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
127005.SZ,长江证券,长证转债,000783.SZ,30,15,130,2018/9/17,2024/3/11,2021/11/2,"（1）到期赎回条款在本次发行的可转债期满后五个交易日内，公司将以本次可转债票面面值上浮5%（含最后一期利息）的价格向投资者赎回全部未转股的可转债。（2）有条件赎回条款转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转债未转股余额不足人民币3,000万元时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债。"
127006.SZ,吉林敖东,敖东转债,000623.SZ,30,15,130,2018/9/19,2024/3/13,2021/11/2,"（1）到期赎回条款本次发行的可转债到期后五个交易日内，公司将按债券面值的105%（含最后一期利息）的价格赎回全部未转股的可转换公司债券。（2）有条件赎回条款在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130（含130%）；②本次发行的可转换公司债券未转股余额不足人民币3,000万元（含）时。"
127007.SZ,湖北广电,湖广转债,000665.SZ,30,15,130,2019/1/4,2024/6/28,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：A.在本次发行的可转换公司债券转股期内，如果公司A股股票连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含130%）；B.当本次发行的可转换公司债券未转股余额不足3,000万元时。"
127011.SZ,中鼎股份,中鼎转2,000887.SZ,30,15,130,2019/9/16,2025/3/8,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司董事会有权决定按照债券面值加上当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司股票在任意连续30个交易日中至少有15个交易日的收盘价格不低于当期转股价格的130%（含130%）；②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA＝B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
127012.SZ,招商公路,招路转债,001965.SZ,30,15,130,2019/9/30,2025/3/21,2021/11/2,"①在本次发行的可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%），公司有权按照本次可转债面值加当期应计利息的价格赎回全部或部分未转股的本次可转债；②在本次发行的可转债转股期内，当本次可转债未转股余额不足人民币3,000万元时，公司有权决定以面值加当期应计利息的价格赎回全部未转股的本次可转债。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次可转债持有人持有的本次可转债票面总金额；i：指本次可转债当年票面利率；t：指计息天数，即从上一个计息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。本次可转债的赎回期与转股期相同，即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。若在前述三十个交易日内发生过转股价格调整的情形，则在调整日前的交易日按调整前的转股价格和收盘价格计算，调整日及之后的交易日按调整后的转股价格和收盘价格计算。"
127013.SZ,创维数字,创维转债,000810.SZ,30,15,130,2019/10/21,2025/4/15,2021/11/2,"在转股期内，当下述情形的任意一种出现时，公司有权决定按照以面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t÷365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在换股价格调整日前的交易日按调整前的转股价格和收盘价格计算，在转股价格调整日及之后的交易日按调整后的转股价格和收盘价格计算。"
127014.SZ,北方国际,北方转债,000065.SZ,30,15,130,2020/4/30,2025/10/23,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：（1）在转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；（2）当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
127015.SZ,新希望,希望转债,000876.SZ,30,15,130,2020/7/9,2026/1/2,2021/11/2,"在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%），或本次发行的可转换公司债券未转股余额不足人民币3,000万元时，公司董事会有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在转股价格调整日前的交易日按调整前的转股价格和收盘价计算，在转股价格调整日及之后的交易日按调整后的转股价格和收盘价计算。"
127016.SZ,鲁泰A,鲁泰转债,000726.SZ,30,15,130,2020/10/15,2026/4/8,2021/11/2,"在本次发行可转债的转股期内，如果公司股票在任何连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%），公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的本次可转债。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在上述交易日内发生过因除权、除息等引起公司转股价格调整的情形，则在转股价格调整日前的交易日按调整前的转股价格和收盘价计算，在转股价格调整日及之后的交易日按调整后的转股价格和收盘价计算。此外，当本次可转债未转股余额不足人民币3,000万元时，公司董事会及董事会授权人士有权决定以面值加当期应计利息的价格赎回全部或部分未转股的本次可转债。"
127017.SZ,万年青,万青转债,000789.SZ,30,15,130,2020/12/9,2026/6/2,2021/11/2,"（1）到期赎回条款在本次发行的可转债期满后五个交易日内，公司将以本次发行的可转债的票面面值的113%（含最后一期年度利息）的价格向可转债持有人赎回全部未转股的本次可转债。（2）有条件赎回条款转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：1）在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；2）当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
127018.SZ,本钢板材,本钢转债,000761.SZ,30,15,130,2021/1/4,2026/6/28,2021/11/2,"在本次发行的可转债转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：（1）在本次发行的可转债转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）。（2）当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B2×i×t/365IA：指当期应计利息；B2：指本次发行的可转债持有人持有的将赎回的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
127019.SZ,国城矿业,国城转债,000688.SZ,30,15,130,2021/1/21,2026/7/14,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）。②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B2×i×t/365IA：指当期应计利息；B2：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
127020.SZ,中金岭南,中金转债,000060.SZ,30,15,130,2021/1/25,2026/7/19,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转债转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含130%）；②本次发行的可转债未转股余额不足人民币3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，在调整后的交易日按调整后的转股价格和收盘价计算。"
127021.SZ,特发信息,特发转2,000070.SZ,30,15,130,2021/2/18,2025/8/6,2021/11/2,"在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价不低于当期转股价格的130%（含），或本次发行的可转换公司债券未转股余额不足人民币3,000万元时，公司有权按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，在调整后的交易日按调整后的转股价格和收盘价计算。"
127022.SZ,恒逸石化,恒逸转债,000703.SZ,30,15,130,2021/4/22,2026/10/15,2021/11/2,"在转股期内，当下述情形的任意一种出现时，公司有权决定按照以面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：在转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t÷365IA：指当期应计利息；B：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在换股价格调整日前的交易日按调整前的转股价格和收盘价格计算，在转股价格调整日及之后的交易日按调整后的转股价格和收盘价格计算。"
127024.SZ,盈峰环境,盈峰转债,000967.SZ,30,15,130,2021/5/10,2026/11/3,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司董事会有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的本次可转债：A、在本次发行的可转换公司债券转股期内，如果公司A股股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；B、当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA＝B×i×t/365IA：指当期应计利息；B：指本次可转债持有人持有的将赎回的本次可转债票面总金额；i：指本次可转债当年票面利率；t：指计息天数，首个付息日前，指从计息起始日起至本计息年度赎回日止的实际日历天数（算头不算尾）；首个付息日后，指从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述30个交易日内发生过转股价格调整的情形，则在转股价格调整前的交易日按调整前的转股价格和收盘价格计算，转股价格调整后的交易日按调整后的转股价格和收盘价格计算。"
127025.SZ,冀东水泥,冀东转债,000401.SZ,30,15,130,2021/5/11,2026/11/4,2021/11/2,"转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：①在转股期内，如果公司股票在任何连续三十个交易日中至少十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；②当本次发行的可转债未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B×i×t/365IA：指当期应计利息；B：指本次发行的可转债持有人持有的可转债票面总金额；i：指可转债当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价计算，调整后的交易日按调整后的转股价格和收盘价计算。"
127026.SZ,超声电子,超声转债,000823.SZ,30,15,130,2021/6/15,2026/12/7,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）；②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B2×i×t/365IA：指当期应计利息；B2：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。本次发行的可转换公司债券的赎回期与转股期相同，即发行结束之日满六个月后的第一个交易日起至本次可转债到期日止。"
127027.SZ,靖远煤电,靖远转债,000552.SZ,30,15,130,2021/6/16,2026/12/9,2021/11/2,"在本次可转债转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转债：①在转股期内，如果公司股票在任何连续30个交易日中至少15个交易日的收盘价格不低于当期转股价格的130%（含130%）；若在上述交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，在调整后的交易日按调整后的转股价格和收盘价格计算；②当本次发行的可转换公司债券未转股余额不足3,000万元人民币时。"
127028.SZ,英特集团,英特转债,000411.SZ,30,15,130,2021/7/12,2027/1/4,2021/11/2,"在本次发行的可转换公司债券转股期内，当下述两种情形的任意一种出现时，公司有权决定按照债券面值加当期应计利息的价格赎回全部或部分未转股的可转换公司债券：①在本次发行的可转换公司债券转股期内，如果公司股票连续三十个交易日中至少有十五个交易日的收盘价格不低于当期转股价格的130%（含130%）。②当本次发行的可转换公司债券未转股余额不足3,000万元时。当期应计利息的计算公式为：IA=B2×i×t/365IA：指当期应计利息；B2：指本次发行的可转换公司债券持有人持有的将赎回的可转换公司债券票面总金额；i：指可转换公司债券当年票面利率；t：指计息天数，即从上一个付息日起至本计息年度赎回日止的实际日历天数（算头不算尾）。若在前述三十个交易日内发生过转股价格调整的情形，则在调整前的交易日按调整前的转股价格和收盘价格计算，调整后的交易日按调整后的转股价格和收盘价格计算。"
